FinalComple Comple Symm FIFOSlowdown FIFOUnfairness FairSlowdown FairUnfairness DRFSlowdown DRFUnfairness PerfSlowdown PerfUnfairness 
0.001 0.294 0.067 0.070 0.622 0.057 0.001 0.051 0.000 0.000 0.401
0.000 0.056 0.032 0.006 0.339 0.007 0.000 0.007 0.000 0.000 0.334
0.014 0.667 0.143 0.043 0.161 0.012 0.000 0.012 0.000 0.000 0.100
0.003 0.428 0.079 0.051 0.156 0.026 0.005 0.026 0.000 0.000 0.381
0.002 0.512 0.067 0.042 0.172 0.000 0.001 0.013 0.000 0.000 0.619
0.002 0.207 0.103 0.033 0.346 0.014 0.003 0.016 0.000 0.000 0.798
0.001 0.179 0.079 0.049 0.452 0.055 0.002 0.053 0.000 0.000 1.893
0.002 0.070 0.171 0.032 0.241 0.051 0.001 0.049 0.000 0.000 0.357
0.006 0.094 0.263 0.021 0.183 0.040 0.001 0.043 0.000 0.000 1.075
0.009 0.164 0.231 0.074 0.108 0.092 0.000 0.089 0.000 0.000 0.341
0.000 0.106 0.043 0.020 0.189 0.027 0.000 0.025 0.000 0.000 0.163
0.004 0.416 0.103 0.033 0.211 0.033 0.000 0.033 0.000 0.000 0.192
0.002 0.271 0.091 0.026 0.187 0.006 0.000 0.006 0.000 0.000 0.154
0.005 0.756 0.079 0.071 0.149 0.023 0.002 0.035 0.000 0.000 0.243
0.016 0.645 0.157 0.090 0.309 0.030 0.007 0.035 0.000 0.000 1.661
0.008 0.383 0.143 0.061 0.261 0.035 0.007 0.027 0.000 0.000 0.616
0.007 0.266 0.157 0.116 0.241 0.123 0.001 0.120 0.000 0.000 1.756
0.000 0.045 0.091 0.023 0.198 0.035 0.002 0.036 0.000 0.000 0.264
0.005 0.079 0.263 0.034 0.547 0.041 0.003 0.046 0.000 0.000 0.732
0.002 0.115 0.143 0.027 0.315 0.030 0.000 0.030 0.000 0.000 0.739
0.017 0.502 0.185 0.101 0.486 0.076 0.001 0.084 0.000 0.000 0.204
0.004 0.371 0.103 0.038 0.349 0.056 0.000 0.056 0.000 0.000 0.267
0.020 0.813 0.157 0.057 0.419 0.000 0.000 0.000 0.000 0.001 0.288
0.045 0.978 0.215 0.059 0.161 0.020 0.008 0.015 0.000 0.000 0.449
0.005 0.430 0.103 0.032 0.219 0.005 0.003 0.013 0.000 0.000 1.072
0.008 0.335 0.157 0.023 0.175 0.006 0.005 0.005 0.000 0.000 0.336
0.007 0.265 0.157 0.088 0.179 0.113 0.001 0.105 0.000 0.000 1.738
0.004 0.149 0.157 0.088 0.146 0.092 0.001 0.090 0.000 0.000 0.509
0.032 0.155 0.455 0.040 0.107 0.056 0.001 0.060 0.000 0.000 1.077
0.012 0.252 0.215 0.087 0.213 0.112 0.001 0.112 0.000 0.000 0.471
0.005 0.316 0.129 0.048 0.254 0.044 0.000 0.042 0.000 0.000 0.208
0.011 0.536 0.143 0.070 0.101 0.047 0.000 0.047 0.000 0.000 0.049
0.009 0.514 0.129 0.019 0.330 0.009 0.000 0.009 0.000 0.000 0.319
0.032 1.082 0.171 0.072 0.111 0.033 0.006 0.044 0.000 0.000 0.287
0.018 0.633 0.171 0.103 0.110 0.054 0.007 0.052 0.000 0.000 0.621
0.051 0.654 0.280 0.161 0.177 0.108 0.004 0.096 0.000 0.000 0.617
0.013 0.327 0.200 0.059 0.128 0.081 0.002 0.081 0.000 0.000 0.974
0.018 0.289 0.247 0.123 0.448 0.150 0.002 0.153 0.000 0.000 0.898
0.013 0.127 0.315 0.035 0.156 0.059 0.002 0.062 0.000 0.000 0.485
0.008 0.193 0.200 0.032 0.153 0.037 0.000 0.038 0.000 0.000 0.553
0.046 0.585 0.280 0.093 0.698 0.071 0.001 0.069 0.000 0.000 0.540
0.065 0.830 0.280 0.111 0.636 0.092 0.000 0.092 0.000 0.000 0.349
0.076 1.254 0.247 0.096 0.338 0.021 0.000 0.021 0.000 0.000 0.306
0.000 0.149 0.021 0.017 0.374 0.026 0.000 0.032 0.000 0.000 0.396
0.000 0.204 0.021 0.010 0.388 0.031 0.000 0.029 0.000 0.000 1.125
0.000 0.050 0.011 0.013 0.705 0.027 0.000 0.027 0.000 0.000 0.696
0.000 0.045 0.032 0.012 0.140 0.010 0.001 0.010 0.000 0.000 0.950
0.001 0.082 0.103 0.000 0.174 0.025 0.008 0.020 0.000 0.005 0.314
0.000 0.020 0.021 0.002 0.216 0.024 0.001 0.024 0.000 0.000 0.214
0.000 0.037 0.021 0.004 0.582 0.049 0.000 0.049 0.000 0.000 0.582
0.000 0.050 0.011 0.008 0.647 0.018 0.000 0.018 0.000 0.000 0.612
0.000 0.136 0.021 0.006 0.429 0.014 0.000 0.014 0.000 0.000 0.404
0.000 0.060 0.021 0.008 0.282 0.034 0.000 0.034 0.000 0.000 0.284
0.004 0.506 0.091 0.044 0.445 0.029 0.001 0.026 0.000 0.000 0.412
0.000 0.151 0.021 0.000 0.598 0.021 0.000 0.023 0.000 0.008 1.309
0.000 0.151 0.032 0.021 0.437 0.016 0.000 0.019 0.000 0.000 0.897
0.000 0.088 0.067 0.000 0.408 0.031 0.001 0.031 0.000 0.013 0.949
0.001 0.082 0.103 0.000 0.251 0.033 0.011 0.030 0.000 0.009 0.357
0.000 0.068 0.055 0.031 0.500 0.036 0.002 0.036 0.000 0.000 0.498
0.000 0.029 0.032 0.014 0.194 0.046 0.000 0.046 0.000 0.000 0.265
0.000 0.199 0.043 0.011 0.293 0.015 0.000 0.015 0.000 0.000 0.297
0.002 0.382 0.067 0.010 0.195 0.016 0.000 0.020 0.000 0.000 0.223
0.000 0.181 0.021 0.002 0.465 0.013 0.000 0.019 0.000 0.000 0.587
0.006 0.535 0.103 0.019 0.476 0.008 0.002 0.006 0.000 0.000 0.594
0.002 0.416 0.067 0.048 0.500 0.036 0.002 0.036 0.000 0.000 1.197
0.002 0.259 0.091 0.012 0.291 0.013 0.001 0.015 0.000 0.000 0.335
0.001 0.169 0.091 0.046 0.392 0.039 0.001 0.044 0.000 0.000 1.009
0.005 0.137 0.185 0.038 0.945 0.040 0.011 0.028 0.000 0.000 1.110
0.001 0.098 0.103 0.023 0.329 0.017 0.003 0.015 0.000 0.000 0.298
0.000 0.106 0.067 0.025 0.547 0.031 0.000 0.031 0.000 0.000 0.660
0.002 0.296 0.091 0.021 0.603 0.019 0.003 0.013 0.000 0.000 0.647
0.006 0.679 0.091 0.036 0.168 0.027 0.001 0.029 0.000 0.000 0.171
0.003 0.418 0.079 0.023 0.186 0.013 0.002 0.012 0.000 0.000 0.180
0.006 0.730 0.091 0.029 0.316 0.050 0.001 0.055 0.000 0.000 0.280
0.002 0.339 0.067 0.035 0.450 0.035 0.003 0.045 0.000 0.000 1.246
0.004 0.352 0.103 0.049 0.549 0.028 0.003 0.028 0.000 0.000 0.568
0.001 0.129 0.067 0.028 0.523 0.018 0.002 0.018 0.000 0.000 0.714
0.013 0.184 0.263 0.070 0.272 0.002 0.011 0.000 0.000 0.004 0.343
0.000 0.065 0.067 0.000 0.456 0.018 0.002 0.018 0.000 0.008 0.442
0.001 0.149 0.079 0.047 0.430 0.008 0.003 0.019 0.000 0.000 0.550
0.002 0.294 0.079 0.026 0.261 0.018 0.002 0.022 0.000 0.000 0.354
0.004 0.538 0.091 0.045 0.192 0.032 0.002 0.033 0.000 0.000 0.214
0.013 0.539 0.157 0.032 0.095 0.047 0.001 0.049 0.000 0.000 0.158
0.005 0.608 0.091 0.021 0.382 0.004 0.002 0.002 0.000 0.000 0.438
0.025 0.724 0.185 0.089 0.476 0.039 0.007 0.028 0.000 0.000 1.004
0.018 0.520 0.185 0.065 0.665 0.032 0.003 0.032 0.000 0.000 0.803
0.001 0.085 0.091 0.013 0.213 0.020 0.002 0.018 0.000 0.000 0.406
0.006 0.189 0.185 0.053 0.196 0.023 0.008 0.029 0.000 0.000 0.315
0.003 0.134 0.143 0.024 0.364 0.016 0.006 0.018 0.000 0.000 0.295
0.006 0.273 0.143 0.058 0.135 0.029 0.003 0.031 0.000 0.000 0.082
0.002 0.290 0.079 0.024 0.389 0.037 0.001 0.037 0.000 0.000 0.417
0.010 0.577 0.129 0.047 0.326 0.000 0.001 0.006 0.000 0.017 0.411
0.010 0.606 0.129 0.049 0.098 0.042 0.002 0.058 0.000 0.000 0.091
0.020 0.680 0.171 0.068 0.257 0.024 0.004 0.031 0.000 0.000 0.334
0.043 0.806 0.231 0.115 0.277 0.014 0.007 0.022 0.000 0.000 0.675
0.012 0.411 0.171 0.070 0.210 0.004 0.002 0.000 0.000 0.000 0.428
0.009 0.324 0.171 0.114 0.492 0.053 0.004 0.049 0.000 0.000 0.837
0.015 0.239 0.247 0.050 0.313 0.010 0.005 0.002 0.000 0.000 0.339
0.001 0.125 0.103 0.063 0.192 0.044 0.004 0.044 0.000 0.000 0.282
0.005 0.316 0.129 0.092 0.282 0.041 0.003 0.045 0.000 0.000 0.337
0.021 0.527 0.200 0.043 0.240 0.000 0.002 0.002 0.000 0.002 0.276
0.019 0.566 0.185 0.044 0.679 0.000 0.002 0.004 0.000 0.002 0.740
0.077 1.109 0.263 0.087 0.298 0.026 0.004 0.014 0.000 0.000 0.394
0.059 0.850 0.263 0.069 0.358 0.014 0.004 0.020 0.000 0.000 0.365
0.062 0.701 0.297 0.046 0.393 0.000 0.008 0.008 0.000 0.004 0.732
0.049 0.619 0.280 0.060 0.445 0.006 0.008 0.006 0.000 0.000 0.705
0.032 0.460 0.263 0.104 0.697 0.027 0.005 0.025 0.000 0.000 1.072
0.015 0.224 0.263 0.022 0.218 0.008 0.006 0.002 0.000 0.000 0.443
0.022 0.280 0.280 0.071 0.250 0.028 0.004 0.028 0.000 0.000 0.201
0.016 0.392 0.200 0.095 0.452 0.037 0.007 0.047 0.000 0.000 0.430
0.065 0.651 0.315 0.102 0.484 0.022 0.006 0.010 0.000 0.000 0.524
0.048 0.905 0.231 0.050 0.359 0.000 0.004 0.002 0.000 0.000 0.273
0.043 0.921 0.215 0.048 0.642 0.033 0.002 0.019 0.000 0.000 0.542
0.000 0.408 0.032 0.007 0.380 0.031 0.000 0.031 0.000 0.000 0.412
0.000 0.221 0.032 0.006 0.091 0.024 0.001 0.020 0.000 0.000 1.075
0.000 0.008 0.021 0.000 0.296 0.013 0.001 0.013 0.000 0.014 0.327
0.000 0.022 0.021 0.016 0.383 0.020 0.000 0.020 0.000 0.000 1.916
0.000 0.016 0.043 0.000 0.328 0.024 0.002 0.025 0.000 0.004 0.343
0.000 0.006 0.011 0.005 0.158 0.017 0.000 0.017 0.000 0.000 0.303
0.000 0.060 0.043 0.010 0.156 0.014 0.001 0.015 0.000 0.000 0.157
0.000 0.050 0.011 0.001 0.353 0.014 0.000 0.008 0.000 0.000 0.384
0.000 0.051 0.011 0.002 0.198 0.029 0.000 0.029 0.000 0.000 0.209
0.001 0.397 0.043 0.008 0.268 0.020 0.000 0.020 0.000 0.000 0.446
0.000 0.057 0.032 0.001 0.370 0.014 0.000 0.014 0.000 0.000 0.524
0.005 0.549 0.091 0.009 0.278 0.027 0.000 0.027 0.000 0.000 1.701
0.000 0.156 0.043 0.011 0.379 0.014 0.000 0.014 0.000 0.000 0.446
0.000 0.050 0.055 0.033 0.172 0.044 0.000 0.046 0.000 0.000 1.241
0.000 0.028 0.079 0.000 0.216 0.016 0.002 0.012 0.000 0.012 0.522
0.000 0.022 0.055 0.006 0.267 0.005 0.003 0.005 0.000 0.000 0.284
0.000 0.063 0.043 0.031 0.279 0.042 0.000 0.042 0.000 0.000 0.334
0.000 0.149 0.032 0.045 0.399 0.047 0.001 0.047 0.000 0.000 0.420
0.001 0.255 0.055 0.000 0.114 0.000 0.000 0.000 0.000 0.002 0.176
0.002 0.319 0.079 0.000 0.287 0.015 0.000 0.015 0.000 0.004 0.354
0.006 0.534 0.103 0.001 0.357 0.026 0.002 0.020 0.000 0.000 0.558
0.001 0.256 0.055 0.000 0.236 0.025 0.000 0.027 0.000 0.018 1.601
0.000 0.105 0.043 0.025 0.354 0.034 0.000 0.034 0.000 0.000 0.503
0.000 0.070 0.055 0.003 0.220 0.014 0.001 0.011 0.000 0.000 2.223
0.001 0.059 0.103 0.010 0.485 0.023 0.003 0.021 0.000 0.000 0.845
0.000 0.040 0.067 0.009 0.446 0.007 0.002 0.015 0.000 0.000 2.064
0.000 0.084 0.055 0.005 0.178 0.011 0.001 0.009 0.000 0.000 0.219
0.001 0.244 0.067 0.009 0.337 0.018 0.001 0.018 0.000 0.000 0.358
0.001 0.295 0.055 0.010 0.135 0.009 0.001 0.009 0.000 0.000 0.117
0.002 0.312 0.079 0.013 0.223 0.004 0.000 0.013 0.000 0.000 0.381
0.012 1.080 0.103 0.008 0.228 0.023 0.001 0.025 0.000 0.000 0.320
0.002 0.408 0.067 0.013 0.171 0.010 0.001 0.010 0.000 0.000 0.566
0.004 0.354 0.103 0.029 0.085 0.019 0.001 0.019 0.000 0.000 0.126
0.002 0.114 0.116 0.024 0.366 0.026 0.001 0.026 0.000 0.000 1.348
0.001 0.058 0.143 0.009 0.390 0.015 0.003 0.009 0.000 0.000 0.516
0.000 0.017 0.043 0.000 0.193 0.021 0.001 0.019 0.000 0.011 0.573
0.001 0.117 0.091 0.034 0.265 0.039 0.000 0.040 0.000 0.000 0.290
0.005 0.288 0.129 0.002 0.169 0.008 0.000 0.008 0.000 0.000 0.192
0.004 0.323 0.116 0.000 0.260 0.000 0.000 0.000 0.000 0.005 0.392
0.014 1.026 0.116 0.016 0.181 0.018 0.001 0.016 0.000 0.000 0.223
0.000 0.107 0.055 0.003 0.611 0.015 0.001 0.013 0.000 0.000 1.110
0.004 0.478 0.091 0.000 0.235 0.026 0.000 0.026 0.000 0.014 1.214
0.002 0.206 0.103 0.027 0.261 0.028 0.001 0.027 0.000 0.000 0.407
0.001 0.131 0.103 0.044 0.214 0.037 0.002 0.052 0.000 0.000 1.489
0.001 0.047 0.129 0.028 0.270 0.005 0.003 0.000 0.000 0.000 0.371
0.001 0.080 0.116 0.016 0.447 0.001 0.001 0.004 0.000 0.000 0.778
0.001 0.107 0.103 0.059 0.237 0.035 0.002 0.035 0.000 0.000 0.456
0.004 0.333 0.103 0.020 0.255 0.013 0.000 0.014 0.000 0.000 0.555
0.002 0.294 0.079 0.015 0.159 0.007 0.000 0.007 0.000 0.000 0.249
0.000 0.103 0.043 0.004 0.231 0.018 0.000 0.017 0.000 0.000 0.432
0.028 0.606 0.215 0.015 0.316 0.000 0.003 0.007 0.000 0.001 0.684
0.009 0.445 0.143 0.000 0.250 0.019 0.000 0.017 0.000 0.011 1.356
0.005 0.316 0.129 0.022 0.354 0.017 0.001 0.017 0.000 0.000 0.977
0.005 0.180 0.171 0.039 0.107 0.006 0.002 0.000 0.000 0.002 1.178
0.018 0.159 0.333 0.036 0.250 0.007 0.004 0.007 0.000 0.000 0.372
0.004 0.171 0.157 0.072 0.337 0.045 0.004 0.036 0.000 0.000 1.074
0.018 0.267 0.263 0.081 0.123 0.032 0.002 0.037 0.000 0.000 0.243
0.014 0.394 0.185 0.014 0.089 0.022 0.001 0.019 0.000 0.000 0.430
0.011 0.533 0.143 0.004 0.227 0.013 0.001 0.016 0.000 0.000 0.314
0.034 1.004 0.185 0.015 0.138 0.018 0.003 0.018 0.000 0.000 0.421
0.025 0.549 0.215 0.020 0.067 0.012 0.001 0.011 0.000 0.000 0.307
0.073 0.933 0.280 0.058 0.339 0.058 0.005 0.037 0.000 0.000 1.120
0.025 0.461 0.231 0.030 0.192 0.006 0.003 0.008 0.000 0.000 0.378
0.038 0.436 0.297 0.061 0.319 0.018 0.002 0.014 0.000 0.000 1.253
0.007 0.146 0.215 0.039 0.202 0.016 0.002 0.022 0.000 0.000 0.414
0.009 0.175 0.231 0.071 0.157 0.034 0.001 0.034 0.000 0.000 0.461
0.022 0.312 0.263 0.056 0.362 0.021 0.002 0.021 0.000 0.000 0.716
0.034 0.558 0.247 0.024 0.253 0.000 0.001 0.000 0.000 0.003 0.533
0.029 0.537 0.231 0.035 0.157 0.014 0.003 0.000 0.000 0.015 0.445
0.030 0.638 0.215 0.025 0.341 0.034 0.001 0.033 0.000 0.000 0.624
